trip_id,pickup_centroid_latitude,pickup_centroid_longitude,dropoff_centroid_latitude,dropoff_centroid_longitude,trip_start_timestamp
2719fb43c76eda3683b42caac48d649d08069a0c,41.880994471,-87.632746489,41.900221297,-87.629105186,2017-07-15T22:15:00.000
279b63f8437f8f3ddfde723839495be5794e239c,41.899155613,-87.626210532,41.880994471,-87.632746489,2017-07-15T22:15:00.000
27be202ddbeeb645e05b2fa4feff8df071aef487,41.901206994,-87.676355989,41.901206994,-87.676355989,2017-07-15T22:15:00.000
282b55bda7717c06c63152d6bc6d6044f45f257e,41.901206994,-87.676355989,41.901206994,-87.676355989,2017-07-15T22:15:00.000
28925d922fa87e36ccddca46b083aeefc97b2a51,41.89321636,-87.63784421,41.890922026,-87.618868355,2017-07-15T22:15:00.000
28ea489a7ae3eeeeef74ac0ca5812810993737dd,41.884987192,-87.620992913,41.892072635,-87.628874157,2017-07-15T22:15:00.000
2c3f4d366cd9316828565070ed3b92e5da2c2405,41.859349715,-87.617358006,41.859349715,-87.617358006,2017-07-15T22:15:00.000
2c4c4b0a7b2a500fb2ee34bda461638c1ecbbf67,41.90749193,-87.63576009,41.89321636,-87.63784421,2017-07-15T22:15:00.000
2c714e7e088d9aea8d36f50f2a51ce0a23f34bf5,41.890922026,-87.618868355,41.892507781,-87.626214906,2017-07-15T22:15:00.000
2cc0ae0c6a0ad4cb96b97d99084f051e14ccd851,41.944226601,-87.655998182,41.96581197,-87.655878786,2017-07-15T22:15:00.000
2d07b3626e66c21bdc866a72a878ac1edad72405,41.884987192,-87.620992913,41.892072635,-87.628874157,2017-07-15T22:15:00.000
2d272f7d210bf0267f4a342dbe62e9ea47981253,41.874005383,-87.66351755,41.922686284,-87.649488729,2017-07-15T22:15:00.000
2ecf3d6e221058dbf3f58633e339795715505007,41.899155613,-87.626210532,41.884987192,-87.620992913,2017-07-15T22:15:00.000
2eeb631a0e2cd5e1c2aa68c2ce6c8b442486a2e1,41.880994471,-87.632746489,41.89503345,-87.619710672,2017-07-15T22:15:00.000
2f6734f5284d67d57905d895ebae9820193e0710,41.884987192,-87.620992913,41.89830587,-87.653613982,2017-07-15T22:15:00.000
2fb2c5ed6ec96a51792ac89b28d81b073ef7a92e,41.907412816,-87.640901525,41.892042136,-87.63186395,2017-07-15T22:15:00.000
3017d6313227baf56514d76966099be2a9f84ecb,41.944226601,-87.655998182,41.899602111,-87.633308037,2017-07-15T22:15:00.000
30a058b64a216596cb661fe657ac6cd4f5856ae8,41.877406123,-87.621971652,41.879255084,-87.642648998,2017-07-15T22:15:00.000
30a617cc8c6c973ba84674a4338e87ed3e7468f9,41.89321636,-87.63784421,41.90749193,-87.63576009,2017-07-15T22:15:00.000
324b504fa89f5683d9bb5084124bf13b8830a25a,41.89503345,-87.619710672,41.892042136,-87.63186395,2017-07-15T22:15:00.000
32761926b1e58662f3002c25f701290fc857e683,41.944226601,-87.655998182,41.944226601,-87.655998182,2017-07-15T22:15:00.000
32afa16e0eee69fa6446e58fd1d505aa2ad91fae,41.878865584,-87.625192142,41.922686284,-87.649488729,2017-07-15T22:15:00.000
33089f745ba24512fb0d99b9ac7bb96a7437e03e,41.878865584,-87.625192142,41.96581197,-87.655878786,2017-07-15T22:15:00.000
3370199e3e34611426c58a0b800ad2d53b64798b,41.859349715,-87.617358006,41.880994471,-87.632746489,2017-07-15T22:15:00.000
338d64cec1eda39a7cc1f8b15674803307bbfc68,41.874005383,-87.66351755,41.96581197,-87.655878786,2017-07-15T22:15:00.000
33c579189926130cce8407d4b7f9804d12d89f9f,41.874005383,-87.66351755,41.953582125,-87.72345239,2017-07-15T22:15:00.000
33f89e0df4173c26f5d135ae062e3da133e2d3bb,41.92276062,-87.699155343,41.954027649,-87.763399032,2017-07-15T22:15:00.000
34aa28955a2f7b7e1815630036a8e8e0ddca39ce,41.892507781,-87.626214906,41.892507781,-87.626214906,2017-07-15T22:15:00.000
3541888a0f7d2dd29d3dda869962a4ee525f28db,41.905857769,-87.630865027,41.892507781,-87.626214906,2017-07-15T22:15:00.000
3542830d22c46f269e0a2d5927f5a355b3f3a37e,41.97907082,-87.903039661,41.880994471,-87.632746489,2017-07-15T22:15:00.000
35984aee9a89a7ad7bc632b787216ac54961af06,41.899602111,-87.633308037,41.899602111,-87.633308037,2017-07-15T22:15:00.000
36e9c157a9a5c5a5b0bbf7e205c1317765a842b7,41.946294536,-87.654298084,41.891971508,-87.612945414,2017-07-15T22:15:00.000
38aec85bb6fd8a3fdf61ae514eca426fdb08ec5b,41.878865584,-87.625192142,41.874005383,-87.66351755,2017-07-15T22:15:00.000
39a67bf9d632f8371411f65582484ba22b76212c,41.944226601,-87.655998182,41.901206994,-87.676355989,2017-07-15T22:15:00.000
39dd7626e5fe2fb63ead3e1e6afb32f0c6166e6b,41.922686284,-87.649488729,41.899602111,-87.633308037,2017-07-15T22:15:00.000
3b8eac2c18746ebc0508a2e47d57153d49e948e7,41.884987192,-87.620992913,41.885300022,-87.642808466,2017-07-15T22:15:00.000
3c086ae7f5dc4f304d164c574e4788195d0bcc2c,41.79259236,-87.769615453,41.79259236,-87.769615453,2017-07-15T22:15:00.000
3c8257cb6ff6abaac6d1218cd8c4c51e688f10bb,41.892042136,-87.63186395,41.884987192,-87.620992913,2017-07-15T22:15:00.000
3eb5d4fecdc15d61fdb0666a823eeba659e369de,41.89321636,-87.63784421,41.877406123,-87.621971652,2017-07-15T22:15:00.000
3ee4173f4723c442a5c9fcd6d7619b624e5a75a9,41.892072635,-87.628874157,41.892072635,-87.628874157,2017-07-15T22:15:00.000
3f018600cef75617722bf947088135e85c03d8ba,41.901206994,-87.676355989,41.944226601,-87.655998182,2017-07-15T22:15:00.000
3fb912cd63bfba6af98523059f3969ed7a5554a6,41.892042136,-87.63186395,41.892042136,-87.63186395,2017-07-15T22:15:00.000
410b249e4ac8dfdabce9707f4d008d7306157eac,41.899602111,-87.633308037,41.899602111,-87.633308037,2017-07-15T22:15:00.000
4289af5e5dbacd5806944cb9c64367b07ba6c3ce,41.89321636,-87.63784421,41.899155613,-87.626210532,2017-07-15T22:15:00.000
4303f3975bf4dffe04df99ba92627a88f7b6c95d,41.892042136,-87.63186395,41.922082541,-87.634156093,2017-07-15T22:15:00.000
434f15c21ec8344f4b5a7fb956b74374cb122ef5,41.902788048,-87.62614559,41.892507781,-87.626214906,2017-07-15T22:15:00.000
45a79ac3145ebdc1c5babf951b36d907ec043cf3,41.899155613,-87.626210532,41.892658108,-87.652534484,2017-07-15T22:15:00.000
465c29423dc78f8a2e9965ca162d55bfb5f454df,41.892072635,-87.628874157,41.892042136,-87.63186395,2017-07-15T22:15:00.000
46bcdc2ad7c76bed797de61227c2f4b116f6a2bf,41.892042136,-87.63186395,41.904935302,-87.649907226,2017-07-15T22:15:00.000
471be128ac4a5372a047c2693d765c0305c516a6,41.874005383,-87.66351755,41.922686284,-87.649488729,2017-07-15T22:15:00.000
47628e2482d4363e39e697e61b4fdb716999dc40,41.892042136,-87.63186395,41.867902418,-87.642958665,2017-07-15T22:15:00.000
480cfcbc0d9e704a3553b75f8aef0bdf10d3aa76,41.89321636,-87.63784421,41.914616286,-87.631717366,2017-07-15T22:15:00.000
4839c1f6feeabdf66f52b97b6a08482c599cc519,41.89830587,-87.653613982,41.91922505,-87.671445766,2017-07-15T22:15:00.000
48844c1be2b7223361d212b91fbb2dbed22e0ab2,41.880994471,-87.632746489,41.892072635,-87.628874157,2017-07-15T22:15:00.000
494d65ac558334b440a90f78c721b9f31cc3dac1,41.859349715,-87.617358006,41.891971508,-87.612945414,2017-07-15T22:15:00.000
49fe0894c143e66cc2a484a853a9e580314f48db,41.884987192,-87.620992913,41.892507781,-87.626214906,2017-07-15T22:15:00.000
4a79d301b8bfd2446493e177fb02df7755cde344,41.900221297,-87.629105186,41.892507781,-87.626214906,2017-07-15T22:15:00.000
4a804b15ee41d06bf87b1633b4f08816d006d1c0,41.890922026,-87.618868355,41.877406123,-87.621971652,2017-07-15T22:15:00.000
4bd33af52961ab7e2fc0d4fe8410fc87f2be5e8b,41.859349715,-87.617358006,41.892042136,-87.63186395,2017-07-15T22:15:00.000
4bd7004d05b3b827b12d3245772c81d20295cbbb,41.899602111,-87.633308037,41.944226601,-87.655998182,2017-07-15T22:15:00.000
4c673831ec1a29fee046460f4a9a91e4bd9639d6,41.892072635,-87.628874157,41.859349715,-87.617358006,2017-07-15T22:15:00.000
4c67d44f7f51ef2dd827d1919935a9588272c675,41.874005383,-87.66351755,41.96581197,-87.655878786,2017-07-15T22:15:00.000
4c71aa3593190ea489dcfd508730f240f27fdcb4,41.884987192,-87.620992913,41.914616286,-87.631717366,2017-07-15T22:15:00.000
4c85367de2a6176e7dd8be6c4a6d5db63c63b389,41.944226601,-87.655998182,41.944226601,-87.655998182,2017-07-15T22:15:00.000
4ca3639ca3a498edc55f3bcb9d2f22119af7d3e8,41.90749193,-87.63576009,41.90749193,-87.63576009,2017-07-15T22:15:00.000
4cf8c684ef1be31d69bbd5cbb2ca645425fe1eeb,41.901206994,-87.676355989,41.947791586,-87.683834942,2017-07-15T22:15:00.000
4d2b78ca5c572dc6186c7791b23cfe722f02cfa6,41.89503345,-87.619710672,41.892042136,-87.63186395,2017-07-15T22:15:00.000
4d5d1823229b90918082e1d88990dced9ae565c4,41.94258518,-87.656644092,41.885300022,-87.642808466,2017-07-15T22:15:00.000
4df067a04aff68c949dfc78c9769431a006f8b86,41.874005383,-87.66351755,41.857183858,-87.620334624,2017-07-15T22:15:00.000
4dffe51176956333bed06619f78b18a672772cf8,41.90749193,-87.63576009,41.936310131,-87.651562592,2017-07-15T22:15:00.000
4f303517fed722449805d523e37228dc4c3e70dc,41.880994471,-87.632746489,41.898331794,-87.620762865,2017-07-15T22:15:00.000
4f8a6e5c0d35606d3dd6d6a45a9e8ad6838678b3,41.884987192,-87.620992913,41.859349715,-87.617358006,2017-07-15T22:15:00.000
4fc2c46664cb51e2bc17d428ab5941646b8e52bc,41.901206994,-87.676355989,41.836150155,-87.648787952,2017-07-15T22:15:00.000
50352507b3651162981765a463f56717ffc2b979,41.88528132,-87.6572332,41.914616286,-87.631717366,2017-07-15T22:15:00.000
50a63436864731f5e3c8c58d856fb42ca96e0419,41.899602111,-87.633308037,41.947791586,-87.683834942,2017-07-15T22:15:00.000
50fadb24e9d8ae301aae1a5fca083d01f73e8799,41.89830587,-87.653613982,41.914616286,-87.631717366,2017-07-15T22:15:00.000
520d47dfd0964d8af921b1686719cf7fad0ca95b,41.88528132,-87.6572332,41.859349715,-87.617358006,2017-07-15T22:15:00.000
52a6248d53b023a367ccc7af24a5848d6ac657d8,41.884987192,-87.620992913,41.892042136,-87.63186395,2017-07-15T22:15:00.000
52eeb4a64f0d28ae0335ecda748da92f08767481,41.884987192,-87.620992913,41.892507781,-87.626214906,2017-07-15T22:15:00.000
53c232403d964d9c1f96689767ea8779a139af08,41.949220914,-87.651970395,41.892042136,-87.63186395,2017-07-15T22:15:00.000
54530cc7eb58f9c0a5ec9070f3bc5b7f4a67bfd4,41.880994471,-87.632746489,41.892507781,-87.626214906,2017-07-15T22:15:00.000
54932c5e474f5b1ebddd67087bba428ef35a6996,41.89321636,-87.63784421,41.88528132,-87.6572332,2017-07-15T22:15:00.000
55d26bcebf1efa2c855a8c6f10df5b33ce54a5b2,41.901206994,-87.676355989,41.944226601,-87.655998182,2017-07-15T22:15:00.000
55d92f8fb57527c0a26406e2c49b6fc9295f966f,41.892042136,-87.63186395,41.877406123,-87.621971652,2017-07-15T22:15:00.000
55f794a021352dbe88ff280483cfdeebc34890e8,41.857183858,-87.620334624,41.96581197,-87.655878786,2017-07-15T22:15:00.000
56644c014c08db8c95f40abf270a632946c97920,41.901206994,-87.676355989,41.92276062,-87.699155343,2017-07-15T22:15:00.000
568fde2c010a0d4848ce0fbdbc9b2884097e7146,41.892507781,-87.626214906,41.884987192,-87.620992913,2017-07-15T22:15:00.000
573cd52d2dd4b06f3dfa9feb8a1b172cae8e1424,41.899602111,-87.633308037,41.922686284,-87.649488729,2017-07-15T22:15:00.000
584790acbe12362dcce04199c6b9028bfd605ce5,41.892507781,-87.626214906,41.885300022,-87.642808466,2017-07-15T22:15:00.000
58613f4de903e573e33355def961c89860a522b9,41.94258518,-87.656644092,41.892658108,-87.652534484,2017-07-15T22:15:00.000
58cb919c47af86be9896a8abf2a1f7d69a25fbc4,41.79259236,-87.769615453,41.79259236,-87.769615453,2017-07-15T22:15:00.000
59a66749e514d88fd3787194efacb27eed321d6a,41.874005383,-87.66351755,41.922686284,-87.649488729,2017-07-15T22:15:00.000
59dbfe75a7b1a1727946233110647fb31bb5b9b7,41.880994471,-87.632746489,41.900221297,-87.629105186,2017-07-15T22:15:00.000
5a56c210d16c3954805a7d8bb32f7501b1e084b2,41.944226601,-87.655998182,41.947791586,-87.683834942,2017-07-15T22:15:00.000
5aba0f1abac264b8e2774212c79f6f876dd82dbc,41.899602111,-87.633308037,41.842076117,-87.633973422,2017-07-15T22:15:00.000
5bff07195471bca2310d87b336c396cf94e80ec9,41.874005383,-87.66351755,41.901206994,-87.676355989,2017-07-15T22:15:00.000
5cf8f379873c4c12441b6ba529a6742b2b24b90f,41.877406123,-87.621971652,41.891971508,-87.612945414,2017-07-15T22:15:00.000
5d8ae6f1264935371f4ca6a290558f04eb517764,41.89830587,-87.653613982,41.921778356,-87.641459759,2017-07-15T22:15:00.000
5dbf87f7216eed4af71e278764bc0f0e54380365,41.898331794,-87.620762865,41.890922026,-87.618868355,2017-07-15T22:15:00.000
5ec020568023e229fa36953394eafd25d482e224,41.890922026,-87.618868355,41.89321636,-87.63784421,2017-07-15T22:15:00.000
5edd6f9ad769b000e84f9b747b06935003c9547e,41.88528132,-87.6572332,41.89321636,-87.63784421,2017-07-15T22:15:00.000
5f7bd5e4982dfe2e2665e97e28e676b204e27b39,41.898331794,-87.620762865,41.892042136,-87.63186395,2017-07-15T22:15:00.000
5fce76c37b04e330514e98b269f39a361aa9063f,41.914616286,-87.631717366,41.89321636,-87.63784421,2017-07-15T22:15:00.000
5fd9432d4014e458e282fb6c623688b53c030308,41.938666196,-87.711210593,41.96581197,-87.655878786,2017-07-15T22:15:00.000
61071f0f3316234e61febba217105ded21ea73ce,41.914747305,-87.654007029,41.892658108,-87.652534484,2017-07-15T22:15:00.000
6208a4b9e1e1454828d18d4920cf759506af509f,41.900221297,-87.629105186,41.879066994,-87.657005027,2017-07-15T22:15:00.000
62a262e596ad32ae762dfebe66e2ef3159ab38d7,42.009622881,-87.670166857,41.975170943,-87.687515515,2017-07-15T22:15:00.000
62f15f8da57931d20f024f6cf1a995632f64e765,41.901206994,-87.676355989,41.901206994,-87.676355989,2017-07-15T22:15:00.000
63d42bf9634cfed4a7c80ecd374cfc1264eb9a77,41.899602111,-87.633308037,41.901206994,-87.676355989,2017-07-15T22:15:00.000
63dabf3e1069b3c17d12b99692bb42ee3a5e1029,41.877406123,-87.621971652,41.892042136,-87.63186395,2017-07-15T22:15:00.000
650eebccfbcdd799b26a61f34303487b5d5432c0,41.958154876,-87.653021789,41.891971508,-87.612945414,2017-07-15T22:15:00.000
65860aa9ab1b3e63b13af6a07feeaf946db71935,41.891971508,-87.612945414,41.884987192,-87.620992913,2017-07-15T22:15:00.000
659f3ef88791d9bcbbdf760581384e4d7282cb34,41.90749193,-87.63576009,41.89321636,-87.63784421,2017-07-15T22:15:00.000
65e05613167ed34f62a513f264f5ca1a3dc5aa79,41.898331794,-87.620762865,41.884987192,-87.620992913,2017-07-15T22:15:00.000
65e29902f494c9d4a53ebda726a7150c292e68d9,41.946294536,-87.654298084,41.921854911,-87.646210977,2017-07-15T22:15:00.000
670a45461a7e944bdd54b09285b09550edeedaa7,41.890922026,-87.618868355,41.892507781,-87.626214906,2017-07-15T22:15:00.000
67303abc534ebb4a419fa53a8952fcf599e00a8d,41.901206994,-87.676355989,41.901206994,-87.676355989,2017-07-15T22:15:00.000
679ec3e68ac84e475878eafd47c3bbc43bc940f8,41.880994471,-87.632746489,41.89503345,-87.619710672,2017-07-15T22:15:00.000
68206b88d7812d7e2fd17fb00ec17b83b89cdc2f,41.892042136,-87.63186395,41.900221297,-87.629105186,2017-07-15T22:15:00.000
6ccecf9f84756ee77dc304a84839a700a04441da,41.944226601,-87.655998182,41.944226601,-87.655998182,2017-07-15T22:15:00.000
6ce206e65b4f94210753b4e724d5645aa0032af1,41.96581197,-87.655878786,41.9867118,-87.663416405,2017-07-15T22:15:00.000
6d39e8fdc84ba5ec822eeae60f62e0281a58a8a2,41.880994471,-87.632746489,41.89503345,-87.619710672,2017-07-15T22:15:00.000
6e19e42a6ef529f69f3530da1799109041a686dd,41.870607372,-87.622172937,41.93057857,-87.642206313,2017-07-15T22:15:00.000
6ef377f806487a0ccf6ff04675633c60011dbc4f,41.89321636,-87.63784421,41.908378669,-87.670945075,2017-07-15T22:15:00.000
6f40e3cb84f203d6495e4a19e7f3273f716820e3,41.884987192,-87.620992913,41.849246754,-87.624135298,2017-07-15T22:15:00.000
70123ef15c6b4271a7b944a971885c7a0701d649,41.899602111,-87.633308037,41.878865584,-87.625192142,2017-07-15T22:15:00.000
717aee333db0b2be7b8329bb48f248fd6fbfbba2,41.880994471,-87.632746489,41.899155613,-87.626210532,2017-07-15T22:15:00.000
71c118ad9041625605ff18cf0be97812616dd7b2,41.899155613,-87.626210532,41.884987192,-87.620992913,2017-07-15T22:15:00.000
